intersection_id,timestamp,hour,day_of_week,vehicle_count,avg_speed_kmh,density,traffic_state
2,2026-01-02 15:15:00,15,Friday,17,60.5,0.28,Free Flow
2,2026-01-02 15:30:00,15,Friday,27,50.1,0.45,Free Flow
2,2026-01-02 15:45:00,15,Friday,19,48.7,0.32,Free Flow
2,2026-01-02 16:00:00,16,Friday,22,49.3,0.37,Free Flow
2,2026-01-02 16:15:00,16,Friday,28,49.4,0.47,Free Flow
2,2026-01-02 16:30:00,16,Friday,38,42.8,0.63,Free Flow
2,2026-01-02 16:45:00,16,Friday,28,41.8,0.47,Free Flow
2,2026-01-02 17:00:00,17,Friday,46,50.8,0.77,Moderate
2,2026-01-02 17:15:00,17,Friday,50,42.0,0.83,Moderate
2,2026-01-02 17:30:00,17,Friday,53,40.0,0.88,Moderate
2,2026-01-02 17:45:00,17,Friday,49,39.7,0.82,Moderate
2,2026-01-02 18:00:00,18,Friday,44,46.2,0.73,Moderate
2,2026-01-02 18:15:00,18,Friday,47,36.7,0.78,Moderate
2,2026-01-02 18:30:00,18,Friday,48,39.0,0.8,Moderate
2,2026-01-02 18:45:00,18,Friday,62,26.6,1.03,Moderate
2,2026-01-02 19:00:00,19,Friday,36,32.1,0.6,Moderate
2,2026-01-02 19:15:00,19,Friday,29,49.6,0.48,Free Flow
2,2026-01-02 19:30:00,19,Friday,39,45.9,0.65,Free Flow
2,2026-01-02 19:45:00,19,Friday,29,60.1,0.48,Free Flow
2,2026-01-02 20:00:00,20,Friday,34,54.1,0.57,Free Flow
2,2026-01-02 20:15:00,20,Friday,19,44.6,0.32,Free Flow
2,2026-01-02 20:30:00,20,Friday,18,53.7,0.3,Free Flow
2,2026-01-02 20:45:00,20,Friday,15,58.1,0.25,Free Flow
2,2026-01-02 21:00:00,21,Friday,20,52.0,0.33,Free Flow
2,2026-01-02 21:15:00,21,Friday,19,52.8,0.32,Free Flow
2,2026-01-02 21:30:00,21,Friday,16,51.9,0.27,Free Flow
2,2026-01-02 21:45:00,21,Friday,10,54.3,0.17,Free Flow
2,2026-01-02 22:00:00,22,Friday,19,55.2,0.32,Free Flow
2,2026-01-02 22:15:00,22,Friday,17,55.6,0.28,Free Flow
2,2026-01-02 22:30:00,22,Friday,18,50.3,0.3,Free Flow
2,2026-01-02 22:45:00,22,Friday,23,50.6,0.38,Free Flow
2,2026-01-02 23:00:00,23,Friday,21,53.0,0.35,Free Flow
2,2026-01-02 23:15:00,23,Friday,26,54.9,0.43,Free Flow
2,2026-01-02 23:30:00,23,Friday,28,48.1,0.47,Free Flow
2,2026-01-02 23:45:00,23,Friday,25,48.9,0.42,Free Flow
2,2026-01-03 00:00:00,0,Saturday,6,53.8,0.1,Free Flow
2,2026-01-03 00:15:00,0,Saturday,0,61.0,0.0,Free Flow
2,2026-01-03 00:30:00,0,Saturday,4,52.6,0.07,Free Flow
2,2026-01-03 00:45:00,0,Saturday,4,68.2,0.07,Free Flow
2,2026-01-03 01:00:00,1,Saturday,8,65.2,0.13,Free Flow
2,2026-01-03 01:15:00,1,Saturday,6,53.3,0.1,Free Flow
2,2026-01-03 01:30:00,1,Saturday,11,53.1,0.18,Free Flow
2,2026-01-03 01:45:00,1,Saturday,4,54.9,0.07,Free Flow
2,2026-01-03 02:00:00,2,Saturday,0,65.8,0.0,Free Flow
2,2026-01-03 02:15:00,2,Saturday,13,52.6,0.22,Free Flow
2,2026-01-03 02:30:00,2,Saturday,0,60.7,0.0,Free Flow
2,2026-01-03 02:45:00,2,Saturday,12,51.3,0.2,Free Flow
2,2026-01-03 03:00:00,3,Saturday,5,63.2,0.08,Free Flow
2,2026-01-03 03:15:00,3,Saturday,4,56.4,0.07,Free Flow
2,2026-01-03 03:30:00,3,Saturday,3,61.7,0.05,Free Flow
2,2026-01-03 03:45:00,3,Saturday,9,52.8,0.15,Free Flow
2,2026-01-03 04:00:00,4,Saturday,0,62.8,0.0,Free Flow
2,2026-01-03 04:15:00,4,Saturday,13,54.7,0.22,Free Flow
2,2026-01-03 04:30:00,4,Saturday,5,59.2,0.08,Free Flow
2,2026-01-03 04:45:00,4,Saturday,0,62.3,0.0,Free Flow
2,2026-01-03 05:00:00,5,Saturday,7,51.1,0.12,Free Flow
2,2026-01-03 05:15:00,5,Saturday,0,62.6,0.0,Free Flow
2,2026-01-03 05:30:00,5,Saturday,0,52.5,0.0,Free Flow
2,2026-01-03 05:45:00,5,Saturday,10,62.5,0.17,Free Flow
2,2026-01-03 06:00:00,6,Saturday,23,49.5,0.38,Free Flow
2,2026-01-03 06:15:00,6,Saturday,10,55.8,0.17,Free Flow
2,2026-01-03 06:30:00,6,Saturday,25,40.0,0.42,Free Flow
2,2026-01-03 06:45:00,6,Saturday,16,59.5,0.27,Free Flow
2,2026-01-03 07:00:00,7,Saturday,44,46.7,0.73,Moderate
2,2026-01-03 07:15:00,7,Saturday,62,34.3,1.03,Moderate
2,2026-01-03 07:30:00,7,Saturday,54,43.5,0.9,Moderate
2,2026-01-03 07:45:00,7,Saturday,54,36.5,0.9,Moderate
2,2026-01-03 08:00:00,8,Saturday,58,36.8,0.97,Moderate
2,2026-01-03 08:15:00,8,Saturday,55,32.7,0.92,Moderate
2,2026-01-03 08:30:00,8,Saturday,48,40.7,0.8,Moderate
2,2026-01-03 08:45:00,8,Saturday,52,35.2,0.87,Moderate
2,2026-01-03 09:00:00,9,Saturday,31,47.0,0.52,Free Flow
2,2026-01-03 09:15:00,9,Saturday,36,45.9,0.6,Free Flow
2,2026-01-03 09:30:00,9,Saturday,39,48.2,0.65,Free Flow
2,2026-01-03 09:45:00,9,Saturday,41,42.6,0.68,Moderate
2,2026-01-03 10:00:00,10,Saturday,27,52.3,0.45,Free Flow
2,2026-01-03 10:15:00,10,Saturday,36,42.1,0.6,Free Flow
2,2026-01-03 10:30:00,10,Saturday,29,48.9,0.48,Free Flow
2,2026-01-03 10:45:00,10,Saturday,32,49.6,0.53,Free Flow
2,2026-01-03 11:00:00,11,Saturday,15,50.9,0.25,Free Flow
2,2026-01-03 11:15:00,11,Saturday,21,50.5,0.35,Free Flow
2,2026-01-03 11:30:00,11,Saturday,14,58.5,0.23,Free Flow
2,2026-01-03 11:45:00,11,Saturday,22,52.1,0.37,Free Flow
2,2026-01-03 12:00:00,12,Saturday,7,53.0,0.12,Free Flow
2,2026-01-03 12:15:00,12,Saturday,14,47.1,0.23,Free Flow
2,2026-01-03 12:30:00,12,Saturday,16,59.5,0.27,Free Flow
2,2026-01-03 12:45:00,12,Saturday,28,46.9,0.47,Free Flow
2,2026-01-03 13:00:00,13,Saturday,31,48.2,0.52,Free Flow
2,2026-01-03 13:15:00,13,Saturday,8,59.0,0.13,Free Flow
2,2026-01-03 13:30:00,13,Saturday,23,52.2,0.38,Free Flow
2,2026-01-03 13:45:00,13,Saturday,22,58.5,0.37,Free Flow
2,2026-01-03 14:00:00,14,Saturday,13,50.7,0.22,Free Flow
2,2026-01-03 14:15:00,14,Saturday,13,51.2,0.22,Free Flow
2,2026-01-03 14:30:00,14,Saturday,21,57.8,0.35,Free Flow
2,2026-01-03 14:45:00,14,Saturday,33,44.8,0.55,Free Flow
2,2026-01-03 15:00:00,15,Saturday,20,58.9,0.33,Free Flow
2,2026-01-03 15:15:00,15,Saturday,20,47.8,0.33,Free Flow
2,2026-01-03 15:30:00,15,Saturday,19,52.6,0.32,Free Flow
2,2026-01-03 15:45:00,15,Saturday,25,57.7,0.42,Free Flow
2,2026-01-03 16:00:00,16,Saturday,37,45.0,0.62,Free Flow
2,2026-01-03 16:15:00,16,Saturday,33,45.1,0.55,Free Flow
2,2026-01-03 16:30:00,16,Saturday,36,50.9,0.6,Free Flow
2,2026-01-03 16:45:00,16,Saturday,30,54.8,0.5,Free Flow
2,2026-01-03 17:00:00,17,Saturday,61,31.8,1.02,Moderate
2,2026-01-03 17:15:00,17,Saturday,62,39.5,1.03,Moderate
2,2026-01-03 17:30:00,17,Saturday,61,35.2,1.02,Moderate
2,2026-01-03 17:45:00,17,Saturday,45,39.3,0.75,Moderate
2,2026-01-03 18:00:00,18,Saturday,59,36.6,0.98,Moderate
2,2026-01-03 18:15:00,18,Saturday,48,40.8,0.8,Moderate
2,2026-01-03 18:30:00,18,Saturday,46,38.9,0.77,Moderate
2,2026-01-03 18:45:00,18,Saturday,37,44.9,0.62,Free Flow
2,2026-01-03 19:00:00,19,Saturday,34,51.1,0.57,Free Flow
2,2026-01-03 19:15:00,19,Saturday,39,32.7,0.65,Moderate
2,2026-01-03 19:30:00,19,Saturday,35,43.7,0.58,Free Flow
2,2026-01-03 19:45:00,19,Saturday,32,53.2,0.53,Free Flow
2,2026-01-03 20:00:00,20,Saturday,15,48.4,0.25,Free Flow
2,2026-01-03 20:15:00,20,Saturday,19,51.6,0.32,Free Flow
2,2026-01-03 20:30:00,20,Saturday,21,52.8,0.35,Free Flow
2,2026-01-03 20:45:00,20,Saturday,15,55.0,0.25,Free Flow
2,2026-01-03 21:00:00,21,Saturday,17,50.9,0.28,Free Flow
2,2026-01-03 21:15:00,21,Saturday,26,60.6,0.43,Free Flow
2,2026-01-03 21:30:00,21,Saturday,25,53.1,0.42,Free Flow
2,2026-01-03 21:45:00,21,Saturday,19,48.7,0.32,Free Flow
2,2026-01-03 22:00:00,22,Saturday,13,60.0,0.22,Free Flow
2,2026-01-03 22:15:00,22,Saturday,17,50.4,0.28,Free Flow
2,2026-01-03 22:30:00,22,Saturday,29,47.0,0.48,Free Flow
2,2026-01-03 22:45:00,22,Saturday,32,48.2,0.53,Free Flow
2,2026-01-03 23:00:00,23,Saturday,27,46.6,0.45,Free Flow
2,2026-01-03 23:15:00,23,Saturday,13,56.2,0.22,Free Flow
2,2026-01-03 23:30:00,23,Saturday,26,53.0,0.43,Free Flow
2,2026-01-03 23:45:00,23,Saturday,16,54.6,0.27,Free Flow
2,2026-01-04 00:00:00,0,Sunday,6,57.4,0.1,Free Flow
2,2026-01-04 00:15:00,0,Sunday,11,65.3,0.18,Free Flow
2,2026-01-04 00:30:00,0,Sunday,0,62.9,0.0,Free Flow
2,2026-01-04 00:45:00,0,Sunday,3,64.0,0.05,Free Flow
2,2026-01-04 01:00:00,1,Sunday,8,58.8,0.13,Free Flow
2,2026-01-04 01:15:00,1,Sunday,5,60.1,0.08,Free Flow
2,2026-01-04 01:30:00,1,Sunday,7,60.5,0.12,Free Flow
2,2026-01-04 01:45:00,1,Sunday,1,53.7,0.02,Free Flow
2,2026-01-04 02:00:00,2,Sunday,7,56.4,0.12,Free Flow
2,2026-01-04 02:15:00,2,Sunday,10,57.4,0.17,Free Flow
2,2026-01-04 02:30:00,2,Sunday,0,58.7,0.0,Free Flow
2,2026-01-04 02:45:00,2,Sunday,1,66.1,0.02,Free Flow
2,2026-01-04 03:00:00,3,Sunday,5,56.5,0.08,Free Flow
2,2026-01-04 03:15:00,3,Sunday,17,48.5,0.28,Free Flow
2,2026-01-04 03:30:00,3,Sunday,4,58.1,0.07,Free Flow
2,2026-01-04 03:45:00,3,Sunday,4,62.8,0.07,Free Flow
2,2026-01-04 04:00:00,4,Sunday,0,57.9,0.0,Free Flow
2,2026-01-04 04:15:00,4,Sunday,0,64.5,0.0,Free Flow
2,2026-01-04 04:30:00,4,Sunday,1,59.6,0.02,Free Flow
2,2026-01-04 04:45:00,4,Sunday,0,53.9,0.0,Free Flow
2,2026-01-04 05:00:00,5,Sunday,4,56.0,0.07,Free Flow
2,2026-01-04 05:15:00,5,Sunday,0,61.6,0.0,Free Flow
2,2026-01-04 05:30:00,5,Sunday,9,57.2,0.15,Free Flow
2,2026-01-04 05:45:00,5,Sunday,10,50.0,0.17,Free Flow
2,2026-01-04 06:00:00,6,Sunday,9,51.0,0.15,Free Flow
2,2026-01-04 06:15:00,6,Sunday,20,56.5,0.33,Free Flow
2,2026-01-04 06:30:00,6,Sunday,28,48.8,0.47,Free Flow
2,2026-01-04 06:45:00,6,Sunday,29,47.0,0.48,Free Flow
2,2026-01-04 07:00:00,7,Sunday,46,44.2,0.77,Moderate
2,2026-01-04 07:15:00,7,Sunday,45,42.2,0.75,Moderate
2,2026-01-04 07:30:00,7,Sunday,53,40.2,0.88,Moderate
2,2026-01-04 07:45:00,7,Sunday,50,38.4,0.83,Moderate
2,2026-01-04 08:00:00,8,Sunday,38,53.7,0.63,Free Flow
2,2026-01-04 08:15:00,8,Sunday,60,34.4,1.0,Moderate
2,2026-01-04 08:30:00,8,Sunday,43,37.7,0.72,Moderate
2,2026-01-04 08:45:00,8,Sunday,54,39.5,0.9,Moderate
2,2026-01-04 09:00:00,9,Sunday,39,45.6,0.65,Free Flow
2,2026-01-04 09:15:00,9,Sunday,33,45.6,0.55,Free Flow
2,2026-01-04 09:30:00,9,Sunday,36,48.6,0.6,Free Flow
2,2026-01-04 09:45:00,9,Sunday,29,48.0,0.48,Free Flow
2,2026-01-04 10:00:00,10,Sunday,36,41.3,0.6,Free Flow
2,2026-01-04 10:15:00,10,Sunday,34,46.4,0.57,Free Flow
2,2026-01-04 10:30:00,10,Sunday,39,42.4,0.65,Free Flow
2,2026-01-04 10:45:00,10,Sunday,33,45.5,0.55,Free Flow
2,2026-01-04 11:00:00,11,Sunday,22,57.6,0.37,Free Flow
2,2026-01-04 11:15:00,11,Sunday,20,48.5,0.33,Free Flow
2,2026-01-04 11:30:00,11,Sunday,28,44.8,0.47,Free Flow
2,2026-01-04 11:45:00,11,Sunday,27,41.8,0.45,Free Flow
2,2026-01-04 12:00:00,12,Sunday,17,52.0,0.28,Free Flow
2,2026-01-04 12:15:00,12,Sunday,20,48.9,0.33,Free Flow
2,2026-01-04 12:30:00,12,Sunday,19,50.5,0.32,Free Flow
2,2026-01-04 12:45:00,12,Sunday,20,56.4,0.33,Free Flow
2,2026-01-04 13:00:00,13,Sunday,23,56.8,0.38,Free Flow
2,2026-01-04 13:15:00,13,Sunday,25,49.5,0.42,Free Flow
2,2026-01-04 13:30:00,13,Sunday,19,52.0,0.32,Free Flow
2,2026-01-04 13:45:00,13,Sunday,20,52.8,0.33,Free Flow
2,2026-01-04 14:00:00,14,Sunday,18,47.3,0.3,Free Flow
2,2026-01-04 14:15:00,14,Sunday,21,43.4,0.35,Free Flow
2,2026-01-04 14:30:00,14,Sunday,20,54.4,0.33,Free Flow
2,2026-01-04 14:45:00,14,Sunday,17,49.0,0.28,Free Flow
2,2026-01-04 15:00:00,15,Sunday,10,63.9,0.17,Free Flow
2,2026-01-04 15:15:00,15,Sunday,31,49.9,0.52,Free Flow
2,2026-01-04 15:30:00,15,Sunday,23,49.8,0.38,Free Flow
2,2026-01-04 15:45:00,15,Sunday,13,61.6,0.22,Free Flow
2,2026-01-04 16:00:00,16,Sunday,32,52.6,0.53,Free Flow
2,2026-01-04 16:15:00,16,Sunday,39,44.6,0.65,Free Flow
2,2026-01-04 16:30:00,16,Sunday,26,53.4,0.43,Free Flow
2,2026-01-04 16:45:00,16,Sunday,27,50.1,0.45,Free Flow
2,2026-01-04 17:00:00,17,Sunday,44,41.4,0.73,Moderate
2,2026-01-04 17:15:00,17,Sunday,65,41.5,1.08,Moderate
2,2026-01-04 17:30:00,17,Sunday,59,34.2,0.98,Moderate
2,2026-01-04 17:45:00,17,Sunday,54,34.9,0.9,Moderate
2,2026-01-04 18:00:00,18,Sunday,65,43.1,1.08,Moderate
2,2026-01-04 18:15:00,18,Sunday,56,43.1,0.93,Moderate
2,2026-01-04 18:30:00,18,Sunday,52,37.1,0.87,Moderate
2,2026-01-04 18:45:00,18,Sunday,49,33.7,0.82,Moderate
2,2026-01-04 19:00:00,19,Sunday,24,47.3,0.4,Free Flow
2,2026-01-04 19:15:00,19,Sunday,36,47.9,0.6,Free Flow
2,2026-01-04 19:30:00,19,Sunday,37,50.7,0.62,Free Flow
2,2026-01-04 19:45:00,19,Sunday,31,51.6,0.52,Free Flow
2,2026-01-04 20:00:00,20,Sunday,22,57.6,0.37,Free Flow
2,2026-01-04 20:15:00,20,Sunday,22,53.6,0.37,Free Flow
2,2026-01-04 20:30:00,20,Sunday,33,45.7,0.55,Free Flow
2,2026-01-04 20:45:00,20,Sunday,24,48.8,0.4,Free Flow
2,2026-01-04 21:00:00,21,Sunday,16,61.7,0.27,Free Flow
2,2026-01-04 21:15:00,21,Sunday,25,46.4,0.42,Free Flow
2,2026-01-04 21:30:00,21,Sunday,14,57.2,0.23,Free Flow
2,2026-01-04 21:45:00,21,Sunday,27,48.4,0.45,Free Flow
2,2026-01-04 22:00:00,22,Sunday,29,54.6,0.48,Free Flow
2,2026-01-04 22:15:00,22,Sunday,18,50.2,0.3,Free Flow
2,2026-01-04 22:30:00,22,Sunday,23,45.1,0.38,Free Flow
2,2026-01-04 22:45:00,22,Sunday,17,49.0,0.28,Free Flow
2,2026-01-04 23:00:00,23,Sunday,19,51.8,0.32,Free Flow
2,2026-01-04 23:15:00,23,Sunday,10,53.4,0.17,Free Flow
2,2026-01-04 23:30:00,23,Sunday,25,56.8,0.42,Free Flow
2,2026-01-04 23:45:00,23,Sunday,19,48.7,0.32,Free Flow
2,2026-01-05 00:00:00,0,Monday,5,68.1,0.08,Free Flow
2,2026-01-05 00:15:00,0,Monday,2,61.8,0.03,Free Flow
2,2026-01-05 00:30:00,0,Monday,6,65.4,0.1,Free Flow
2,2026-01-05 00:45:00,0,Monday,10,54.8,0.17,Free Flow
2,2026-01-05 01:00:00,1,Monday,0,56.7,0.0,Free Flow
2,2026-01-05 01:15:00,1,Monday,7,57.3,0.12,Free Flow
2,2026-01-05 01:30:00,1,Monday,0,59.1,0.0,Free Flow
2,2026-01-05 01:45:00,1,Monday,6,53.7,0.1,Free Flow
2,2026-01-05 02:00:00,2,Monday,0,52.0,0.0,Free Flow
2,2026-01-05 02:15:00,2,Monday,0,63.4,0.0,Free Flow
2,2026-01-05 02:30:00,2,Monday,0,58.6,0.0,Free Flow
2,2026-01-05 02:45:00,2,Monday,4,64.3,0.07,Free Flow
2,2026-01-05 03:00:00,3,Monday,9,52.5,0.15,Free Flow
2,2026-01-05 03:15:00,3,Monday,11,52.8,0.18,Free Flow
2,2026-01-05 03:30:00,3,Monday,0,58.7,0.0,Free Flow
2,2026-01-05 03:45:00,3,Monday,4,58.7,0.07,Free Flow
2,2026-01-05 04:00:00,4,Monday,5,59.0,0.08,Free Flow
2,2026-01-05 04:15:00,4,Monday,0,59.8,0.0,Free Flow
2,2026-01-05 04:30:00,4,Monday,8,62.3,0.13,Free Flow
2,2026-01-05 04:45:00,4,Monday,0,55.1,0.0,Free Flow
2,2026-01-05 05:00:00,5,Monday,0,60.8,0.0,Free Flow
2,2026-01-05 05:15:00,5,Monday,14,55.3,0.23,Free Flow
2,2026-01-05 05:30:00,5,Monday,6,58.0,0.1,Free Flow
2,2026-01-05 05:45:00,5,Monday,6,54.7,0.1,Free Flow
2,2026-01-05 06:00:00,6,Monday,15,51.4,0.25,Free Flow
2,2026-01-05 06:15:00,6,Monday,9,58.2,0.15,Free Flow
2,2026-01-05 06:30:00,6,Monday,28,52.8,0.47,Free Flow
2,2026-01-05 06:45:00,6,Monday,20,53.9,0.33,Free Flow
2,2026-01-05 07:00:00,7,Monday,61,38.8,1.02,Moderate
2,2026-01-05 07:15:00,7,Monday,50,33.9,0.83,Moderate
2,2026-01-05 07:30:00,7,Monday,53,37.1,0.88,Moderate
2,2026-01-05 07:45:00,7,Monday,45,40.1,0.75,Moderate
2,2026-01-05 08:00:00,8,Monday,47,42.0,0.78,Moderate
2,2026-01-05 08:15:00,8,Monday,49,41.6,0.82,Moderate
2,2026-01-05 08:30:00,8,Monday,53,40.5,0.88,Moderate
2,2026-01-05 08:45:00,8,Monday,38,45.6,0.63,Free Flow
2,2026-01-05 09:00:00,9,Monday,38,43.8,0.63,Free Flow
2,2026-01-05 09:15:00,9,Monday,31,46.5,0.52,Free Flow
2,2026-01-05 09:30:00,9,Monday,36,48.4,0.6,Free Flow
2,2026-01-05 09:45:00,9,Monday,27,50.1,0.45,Free Flow
2,2026-01-05 10:00:00,10,Monday,34,47.0,0.57,Free Flow
2,2026-01-05 10:15:00,10,Monday,34,41.4,0.57,Free Flow
2,2026-01-05 10:30:00,10,Monday,35,45.2,0.58,Free Flow
2,2026-01-05 10:45:00,10,Monday,31,44.6,0.52,Free Flow
2,2026-01-05 11:00:00,11,Monday,26,55.0,0.43,Free Flow
2,2026-01-05 11:15:00,11,Monday,20,52.7,0.33,Free Flow
2,2026-01-05 11:30:00,11,Monday,13,47.4,0.22,Free Flow
2,2026-01-05 11:45:00,11,Monday,24,52.5,0.4,Free Flow
2,2026-01-05 12:00:00,12,Monday,35,53.8,0.58,Free Flow
2,2026-01-05 12:15:00,12,Monday,15,50.2,0.25,Free Flow
2,2026-01-05 12:30:00,12,Monday,19,50.2,0.32,Free Flow
2,2026-01-05 12:45:00,12,Monday,18,53.9,0.3,Free Flow
2,2026-01-05 13:00:00,13,Monday,23,48.8,0.38,Free Flow
2,2026-01-05 13:15:00,13,Monday,5,55.3,0.08,Free Flow
2,2026-01-05 13:30:00,13,Monday,16,52.5,0.27,Free Flow
2,2026-01-05 13:45:00,13,Monday,13,46.3,0.22,Free Flow
2,2026-01-05 14:00:00,14,Monday,26,48.1,0.43,Free Flow
2,2026-01-05 14:15:00,14,Monday,13,53.1,0.22,Free Flow
2,2026-01-05 14:30:00,14,Monday,23,49.7,0.38,Free Flow
2,2026-01-05 14:45:00,14,Monday,18,56.8,0.3,Free Flow
2,2026-01-05 15:00:00,15,Monday,29,52.7,0.48,Free Flow
2,2026-01-05 15:15:00,15,Monday,15,51.3,0.25,Free Flow
2,2026-01-05 15:30:00,15,Monday,23,55.9,0.38,Free Flow
2,2026-01-05 15:45:00,15,Monday,24,44.5,0.4,Free Flow
2,2026-01-05 16:00:00,16,Monday,30,42.5,0.5,Free Flow
2,2026-01-05 16:15:00,16,Monday,26,47.1,0.43,Free Flow
2,2026-01-05 16:30:00,16,Monday,27,53.0,0.45,Free Flow
2,2026-01-05 16:45:00,16,Monday,32,43.0,0.53,Free Flow
2,2026-01-05 17:00:00,17,Monday,54,41.9,0.9,Moderate
2,2026-01-05 17:15:00,17,Monday,60,33.7,1.0,Moderate
2,2026-01-05 17:30:00,17,Monday,42,39.4,0.7,Moderate
2,2026-01-05 17:45:00,17,Monday,48,38.8,0.8,Moderate
2,2026-01-05 18:00:00,18,Monday,53,35.2,0.88,Moderate
2,2026-01-05 18:15:00,18,Monday,47,41.1,0.78,Moderate
2,2026-01-05 18:30:00,18,Monday,54,42.6,0.9,Moderate
2,2026-01-05 18:45:00,18,Monday,43,48.4,0.72,Moderate
2,2026-01-05 19:00:00,19,Monday,44,47.6,0.73,Moderate
2,2026-01-05 19:15:00,19,Monday,34,42.0,0.57,Free Flow
2,2026-01-05 19:30:00,19,Monday,28,45.5,0.47,Free Flow
2,2026-01-05 19:45:00,19,Monday,25,45.7,0.42,Free Flow
2,2026-01-05 20:00:00,20,Monday,11,59.0,0.18,Free Flow
2,2026-01-05 20:15:00,20,Monday,24,45.4,0.4,Free Flow
2,2026-01-05 20:30:00,20,Monday,28,52.5,0.47,Free Flow
2,2026-01-05 20:45:00,20,Monday,23,58.2,0.38,Free Flow
2,2026-01-05 21:00:00,21,Monday,14,50.6,0.23,Free Flow
2,2026-01-05 21:15:00,21,Monday,33,48.2,0.55,Free Flow
2,2026-01-05 21:30:00,21,Monday,14,53.4,0.23,Free Flow
2,2026-01-05 21:45:00,21,Monday,19,57.2,0.32,Free Flow
2,2026-01-05 22:00:00,22,Monday,16,56.6,0.27,Free Flow
2,2026-01-05 22:15:00,22,Monday,19,47.5,0.32,Free Flow
2,2026-01-05 22:30:00,22,Monday,23,52.2,0.38,Free Flow
2,2026-01-05 22:45:00,22,Monday,24,45.9,0.4,Free Flow
2,2026-01-05 23:00:00,23,Monday,17,51.7,0.28,Free Flow
2,2026-01-05 23:15:00,23,Monday,22,39.4,0.37,Moderate
2,2026-01-05 23:30:00,23,Monday,14,50.3,0.23,Free Flow
2,2026-01-05 23:45:00,23,Monday,34,46.9,0.57,Free Flow
2,2026-01-06 00:00:00,0,Tuesday,4,64.4,0.07,Free Flow
2,2026-01-06 00:15:00,0,Tuesday,11,60.0,0.18,Free Flow
2,2026-01-06 00:30:00,0,Tuesday,3,58.9,0.05,Free Flow
2,2026-01-06 00:45:00,0,Tuesday,0,58.4,0.0,Free Flow
2,2026-01-06 01:00:00,1,Tuesday,5,67.7,0.08,Free Flow
2,2026-01-06 01:15:00,1,Tuesday,0,47.0,0.0,Free Flow
2,2026-01-06 01:30:00,1,Tuesday,8,59.3,0.13,Free Flow
2,2026-01-06 01:45:00,1,Tuesday,6,67.6,0.1,Free Flow
2,2026-01-06 02:00:00,2,Tuesday,0,58.9,0.0,Free Flow
2,2026-01-06 02:15:00,2,Tuesday,9,56.2,0.15,Free Flow
2,2026-01-06 02:30:00,2,Tuesday,9,61.6,0.15,Free Flow
2,2026-01-06 02:45:00,2,Tuesday,0,62.4,0.0,Free Flow
2,2026-01-06 03:00:00,3,Tuesday,0,61.4,0.0,Free Flow
2,2026-01-06 03:15:00,3,Tuesday,7,52.3,0.12,Free Flow
2,2026-01-06 03:30:00,3,Tuesday,9,58.3,0.15,Free Flow
2,2026-01-06 03:45:00,3,Tuesday,13,54.4,0.22,Free Flow
2,2026-01-06 04:00:00,4,Tuesday,4,65.6,0.07,Free Flow
2,2026-01-06 04:15:00,4,Tuesday,2,64.2,0.03,Free Flow
2,2026-01-06 04:30:00,4,Tuesday,0,61.3,0.0,Free Flow
2,2026-01-06 04:45:00,4,Tuesday,5,49.6,0.08,Free Flow
2,2026-01-06 05:00:00,5,Tuesday,6,56.3,0.1,Free Flow
2,2026-01-06 05:15:00,5,Tuesday,6,57.1,0.1,Free Flow
2,2026-01-06 05:30:00,5,Tuesday,10,58.8,0.17,Free Flow
2,2026-01-06 05:45:00,5,Tuesday,0,63.5,0.0,Free Flow
2,2026-01-06 06:00:00,6,Tuesday,30,55.4,0.5,Free Flow
2,2026-01-06 06:15:00,6,Tuesday,17,53.8,0.28,Free Flow
2,2026-01-06 06:30:00,6,Tuesday,21,50.1,0.35,Free Flow
2,2026-01-06 06:45:00,6,Tuesday,20,51.1,0.33,Free Flow
2,2026-01-06 07:00:00,7,Tuesday,59,35.4,0.98,Moderate
2,2026-01-06 07:15:00,7,Tuesday,58,24.0,0.97,Congested
2,2026-01-06 07:30:00,7,Tuesday,50,43.1,0.83,Moderate
2,2026-01-06 07:45:00,7,Tuesday,51,38.3,0.85,Moderate
2,2026-01-06 08:00:00,8,Tuesday,47,33.6,0.78,Moderate
2,2026-01-06 08:15:00,8,Tuesday,46,45.3,0.77,Moderate
2,2026-01-06 08:30:00,8,Tuesday,64,30.1,1.07,Moderate
2,2026-01-06 08:45:00,8,Tuesday,57,31.8,0.95,Moderate
2,2026-01-06 09:00:00,9,Tuesday,27,48.5,0.45,Free Flow
2,2026-01-06 09:15:00,9,Tuesday,28,52.7,0.47,Free Flow
2,2026-01-06 09:30:00,9,Tuesday,20,51.0,0.33,Free Flow
2,2026-01-06 09:45:00,9,Tuesday,33,51.0,0.55,Free Flow
2,2026-01-06 10:00:00,10,Tuesday,40,40.9,0.67,Free Flow
2,2026-01-06 10:15:00,10,Tuesday,34,42.4,0.57,Free Flow
2,2026-01-06 10:30:00,10,Tuesday,28,54.1,0.47,Free Flow
2,2026-01-06 10:45:00,10,Tuesday,36,44.9,0.6,Free Flow
2,2026-01-06 11:00:00,11,Tuesday,18,57.0,0.3,Free Flow
2,2026-01-06 11:15:00,11,Tuesday,17,56.0,0.28,Free Flow
2,2026-01-06 11:30:00,11,Tuesday,24,61.1,0.4,Free Flow
2,2026-01-06 11:45:00,11,Tuesday,13,51.0,0.22,Free Flow
